court,date,count
grodnenskaja,2020-04-09,17
grodnenskaja,2020-05-07,17
minsk,2020-04-21,17
minskaja,2018-01-24,17
minskaja,2018-07-07,17
mogilevskaja,2018-01-04,17
mogilevskaja,2019-02-21,17
mogilevskaja,2019-12-17,17
mogilevskaja,2020-04-08,17
mogilevskaja,2020-06-08,17
vitebskaja,2019-06-26,17
vitebskaja,2019-08-19,17
vitebskaja,2019-11-06,17
vitebskaja,2020-01-31,17
vitebskaja,2020-02-17,17
vitebskaja,2020-03-09,17
vitebskaja,2020-03-23,17
vitebskaja,2020-04-24,17
vitebskaja,2020-06-11,17
brestskaja,2019-12-05,16
brestskaja,2019-12-12,16
brestskaja,2019-12-30,16
brestskaja,2020-03-09,16
brestskaja,2020-03-17,16
brestskaja,2020-04-15,16
brestskaja,2020-04-24,16
brestskaja,2020-06-08,16
gomelskaja,2020-04-06,16
grodnenskaja,2019-05-24,16
grodnenskaja,2019-11-22,16
grodnenskaja,2019-11-29,16
grodnenskaja,2020-02-14,16
grodnenskaja,2020-05-20,16
grodnenskaja,2020-05-29,16
mogilevskaja,2018-06-05,16
mogilevskaja,2019-01-09,16
mogilevskaja,2019-11-12,16
mogilevskaja,2020-01-28,16
mogilevskaja,2020-03-10,16
mogilevskaja,2020-03-24,16
vitebskaja,2019-06-06,16
vitebskaja,2019-06-07,16
vitebskaja,2019-07-26,16
vitebskaja,2019-08-05,16
vitebskaja,2019-10-04,16
vitebskaja,2019-10-16,16
vitebskaja,2019-10-31,16
vitebskaja,2019-11-29,16
vitebskaja,2019-12-12,16
vitebskaja,2020-01-15,16
vitebskaja,2020-01-27,16
vitebskaja,2020-03-04,16
vitebskaja,2020-04-02,16
vitebskaja,2020-05-04,16
brestskaja,2019-10-04,15
brestskaja,2019-10-16,15
brestskaja,2019-10-17,15
brestskaja,2019-11-01,15
brestskaja,2020-02-10,15
brestskaja,2020-03-03,15
brestskaja,2020-03-16,15
brestskaja,2020-04-08,15
brestskaja,2020-04-13,15
gomelskaja,2019-12-17,15
gomelskaja,2020-02-04,15
gomelskaja,2020-03-03,15
grodnenskaja,2019-05-27,15
grodnenskaja,2019-06-24,15
grodnenskaja,2019-06-27,15
grodnenskaja,2019-07-26,15
grodnenskaja,2019-08-19,15
grodnenskaja,2019-10-25,15
grodnenskaja,2019-11-04,15
grodnenskaja,2019-11-18,15
grodnenskaja,2019-11-19,15
grodnenskaja,2019-11-21,15
grodnenskaja,2020-02-26,15
grodnenskaja,2020-02-27,15
grodnenskaja,2020-02-28,15
grodnenskaja,2020-04-06,15
grodnenskaja,2020-04-23,15
grodnenskaja,2020-05-21,15
minsk,2020-01-08,15
minskaja,2017-08-03,15
minskaja,2019-07-08,15
mogilevskaja,2017-12-06,15
mogilevskaja,2017-12-21,15
mogilevskaja,2018-06-26,15
mogilevskaja,2020-05-12,15
vitebskaja,2019-06-17,15
vitebskaja,2019-06-21,15
vitebskaja,2019-06-27,15
vitebskaja,2019-07-25,15
vitebskaja,2019-08-26,15
vitebskaja,2019-08-30,15
vitebskaja,2019-09-04,15
vitebskaja,2019-09-06,15
vitebskaja,2019-09-19,15
vitebskaja,2019-12-19,15
vitebskaja,2020-02-07,15
vitebskaja,2020-02-28,15
vitebskaja,2020-05-05,15
vitebskaja,2020-06-12,15
brestskaja,2019-09-30,14
brestskaja,2019-10-02,14
brestskaja,2019-10-09,14
brestskaja,2019-11-15,14
brestskaja,2019-11-16,14
brestskaja,2019-12-20,14
brestskaja,2019-12-24,14
brestskaja,2020-01-13,14
brestskaja,2020-02-18,14
brestskaja,2020-03-27,14
brestskaja,2020-04-16,14
brestskaja,2020-04-23,14
brestskaja,2020-05-13,14
gomelskaja,2020-03-18,14
gomelskaja,2020-04-17,14
grodnenskaja,2019-05-31,14
grodnenskaja,2019-08-27,14
grodnenskaja,2019-10-17,14
grodnenskaja,2019-10-18,14
grodnenskaja,2019-11-16,14
grodnenskaja,2019-12-31,14
grodnenskaja,2020-02-03,14
grodnenskaja,2020-03-11,14
grodnenskaja,2020-05-14,14
grodnenskaja,2020-06-03,14
mogilevskaja,2018-03-27,14
mogilevskaja,2020-06-02,14
mogilevskaja,2020-06-10,14
vitebskaja,2019-07-19,14
vitebskaja,2019-08-20,14
vitebskaja,2019-11-20,14
vitebskaja,2019-12-13,14
vitebskaja,2020-01-20,14
vitebskaja,2020-01-30,14
vitebskaja,2020-02-06,14
vitebskaja,2020-03-05,14
vitebskaja,2020-04-16,14
vitebskaja,2020-05-29,14
vitebskaja,2020-06-10,14
brestskaja,2019-10-03,13
brestskaja,2019-11-27,13
brestskaja,2019-12-13,13
brestskaja,2020-01-29,13
brestskaja,2020-02-05,13
brestskaja,2020-02-24,13
brestskaja,2020-05-22,13
brestskaja,2020-06-04,13
gomelskaja,2020-03-04,13
gomelskaja,2020-03-13,13
grodnenskaja,2019-06-26,13
grodnenskaja,2019-07-04,13
grodnenskaja,2019-07-18,13
grodnenskaja,2019-07-23,13
grodnenskaja,2019-08-02,13
grodnenskaja,2019-08-05,13
grodnenskaja,2019-09-19,13
grodnenskaja,2019-10-14,13
grodnenskaja,2020-01-13,13
grodnenskaja,2020-01-23,13
grodnenskaja,2020-01-24,13
grodnenskaja,2020-03-05,13
grodnenskaja,2020-04-24,13
grodnenskaja,2020-05-22,13
grodnenskaja,2020-06-04,13
minsk,2019-01-09,13
mogilevskaja,2020-04-14,13
vitebskaja,2019-09-26,13
vitebskaja,2019-10-17,13
vitebskaja,2019-10-22,13
vitebskaja,2019-11-28,13
vitebskaja,2019-12-27,13
vitebskaja,2020-01-10,13
vitebskaja,2020-02-13,13
vitebskaja,2020-02-20,13
vitebskaja,2020-02-27,13
vitebskaja,2020-05-13,13
vitebskaja,2020-06-04,13
brestskaja,2019-10-11,12
brestskaja,2019-10-30,12
brestskaja,2019-11-05,12
brestskaja,2019-11-20,12
brestskaja,2019-12-31,12
brestskaja,2020-01-21,12
brestskaja,2020-02-06,12
brestskaja,2020-03-05,12
brestskaja,2020-03-20,12
brestskaja,2020-04-22,12
gomelskaja,2020-01-09,12
gomelskaja,2020-02-25,12
gomelskaja,2020-03-19,12
gomelskaja,2020-03-26,12
grodnenskaja,2019-05-23,12
grodnenskaja,2019-06-07,12
grodnenskaja,2019-08-29,12
grodnenskaja,2019-09-25,12
grodnenskaja,2019-10-03,12
grodnenskaja,2019-10-09,12
grodnenskaja,2019-10-23,12
grodnenskaja,2019-11-14,12
grodnenskaja,2019-12-12,12
grodnenskaja,2019-12-20,12
grodnenskaja,2020-01-15,12
grodnenskaja,2020-02-05,12
grodnenskaja,2020-03-27,12
grodnenskaja,2020-04-02,12
grodnenskaja,2020-04-08,12
minsk,2020-06-29,12
minskaja,2018-08-08,12
mogilevskaja,2018-04-10,12
mogilevskaja,2018-12-18,12
mogilevskaja,2019-04-30,12
vitebskaja,2019-06-13,12
vitebskaja,2019-06-14,12
vitebskaja,2019-07-05,12
vitebskaja,2019-09-02,12
vitebskaja,2019-09-27,12
vitebskaja,2019-10-10,12
vitebskaja,2019-10-30,12
vitebskaja,2019-11-21,12
vitebskaja,2019-11-22,12
vitebskaja,2019-12-06,12
vitebskaja,2020-01-17,12
vitebskaja,2020-02-19,12
vitebskaja,2020-04-01,12
vitebskaja,2020-04-10,12
brestskaja,2019-11-19,11
brestskaja,2019-11-25,11
brestskaja,2019-12-17,11
brestskaja,2019-12-27,11
brestskaja,2020-01-10,11
brestskaja,2020-02-12,11
brestskaja,2020-02-20,11
brestskaja,2020-02-27,11
brestskaja,2020-05-06,11
brestskaja,2020-05-14,11
brestskaja,2020-06-02,11
gomelskaja,2020-01-08,11
gomelskaja,2020-01-14,11
gomelskaja,2020-02-11,11
gomelskaja,2020-03-20,11
grodnenskaja,2019-05-17,11
grodnenskaja,2019-06-14,11
grodnenskaja,2019-07-02,11
grodnenskaja,2019-07-10,11
grodnenskaja,2019-07-19,11
grodnenskaja,2019-07-31,11
grodnenskaja,2019-08-09,11
grodnenskaja,2019-08-28,11
grodnenskaja,2019-09-27,11
grodnenskaja,2019-10-07,11
grodnenskaja,2019-11-01,11
grodnenskaja,2019-12-05,11
grodnenskaja,2019-12-17,11
grodnenskaja,2020-02-06,11
grodnenskaja,2020-03-04,11
grodnenskaja,2020-03-19,11
grodnenskaja,2020-05-08,11
grodnenskaja,2020-05-27,11
minskaja,2019-12-30,11
mogilevskaja,2018-06-12,11
mogilevskaja,2019-01-08,11
mogilevskaja,2019-07-23,11
mogilevskaja,2019-10-08,11
mogilevskaja,2020-06-12,11
vitebskaja,2019-06-10,11
vitebskaja,2019-06-18,11
vitebskaja,2019-07-15,11
vitebskaja,2019-07-29,11
vitebskaja,2019-10-07,11
vitebskaja,2019-11-13,11
vitebskaja,2019-12-05,11
vitebskaja,2020-02-24,11
vitebskaja,2020-03-19,11
vitebskaja,2020-04-09,11
vitebskaja,2020-05-20,11
vitebskaja,2020-05-25,11
vitebskaja,2020-05-28,11
brestskaja,2019-11-18,10
brestskaja,2019-11-26,10
brestskaja,2019-12-18,10
brestskaja,2020-01-16,10
brestskaja,2020-01-17,10
brestskaja,2020-02-19,10
brestskaja,2020-04-03,10
brestskaja,2020-05-08,10
brestskaja,2020-06-03,10
brestskaja,2020-06-10,10
gomelskaja,2019-12-03,10
gomelskaja,2019-12-10,10
gomelskaja,2020-02-26,10
grodnenskaja,2019-06-11,10
grodnenskaja,2019-07-11,10
grodnenskaja,2019-07-15,10
grodnenskaja,2019-08-15,10
grodnenskaja,2019-08-23,10
grodnenskaja,2019-09-04,10
grodnenskaja,2019-09-06,10
grodnenskaja,2019-09-12,10
grodnenskaja,2019-10-02,10
grodnenskaja,2019-10-24,10
grodnenskaja,2019-10-30,10
grodnenskaja,2019-10-31,10
grodnenskaja,2019-11-06,10
grodnenskaja,2019-11-13,10
grodnenskaja,2019-11-27,10
grodnenskaja,2019-11-28,10
grodnenskaja,2019-12-03,10
grodnenskaja,2020-01-03,10
grodnenskaja,2020-01-30,10
grodnenskaja,2020-02-07,10
grodnenskaja,2020-02-19,10
grodnenskaja,2020-02-21,10
grodnenskaja,2020-03-06,10
grodnenskaja,2020-03-26,10
grodnenskaja,2020-06-02,10
minsk,2020-06-24,10
minsk,2020-06-25,10
mogilevskaja,2018-09-11,10
mogilevskaja,2018-11-20,10
mogilevskaja,2019-06-11,10
mogilevskaja,2019-06-18,10
mogilevskaja,2019-10-22,10
mogilevskaja,2020-06-15,10
vitebskaja,2019-07-10,10
vitebskaja,2019-08-21,10
vitebskaja,2019-09-17,10
vitebskaja,2019-10-02,10
vitebskaja,2020-01-08,10
vitebskaja,2020-01-28,10
vitebskaja,2020-02-14,10
vitebskaja,2020-03-25,10
vitebskaja,2020-05-19,10
brestskaja,2019-11-13,9
brestskaja,2020-01-03,9
brestskaja,2020-01-30,9
brestskaja,2020-05-05,9
brestskaja,2020-05-20,9
brestskaja,2020-06-11,9
gomelskaja,2018-01-23,9
gomelskaja,2020-01-04,9
grodnenskaja,2019-05-28,9
grodnenskaja,2019-07-24,9
grodnenskaja,2019-08-16,9
grodnenskaja,2019-09-16,9
grodnenskaja,2019-09-26,9
grodnenskaja,2019-10-11,9
grodnenskaja,2019-11-15,9
grodnenskaja,2019-12-06,9
grodnenskaja,2019-12-18,9
grodnenskaja,2020-01-21,9
grodnenskaja,2020-01-31,9
grodnenskaja,2020-02-12,9
grodnenskaja,2020-03-18,9
grodnenskaja,2020-05-04,9
grodnenskaja,2020-05-13,9
grodnenskaja,2020-05-15,9
mogilevskaja,2017-12-07,9
mogilevskaja,2018-08-03,9
mogilevskaja,2020-01-14,9
mogilevskaja,2020-06-11,9
vitebskaja,2019-07-11,9
vitebskaja,2019-07-30,9
vitebskaja,2019-08-15,9
vitebskaja,2019-08-22,9
vitebskaja,2019-10-08,9
vitebskaja,2019-10-09,9
vitebskaja,2020-03-06,9
vitebskaja,2020-04-06,9
vitebskaja,2020-04-15,9
vitebskaja,2020-04-21,9
vitebskaja,2020-05-06,9
brestskaja,2019-10-22,8
brestskaja,2020-01-28,8
brestskaja,2020-02-17,8
brestskaja,2020-04-06,8
brestskaja,2020-04-09,8
brestskaja,2020-04-10,8
brestskaja,2020-05-12,8
gomelskaja,2020-03-25,8
grodnenskaja,2019-06-04,8
grodnenskaja,2019-07-05,8
grodnenskaja,2019-08-08,8
grodnenskaja,2019-08-22,8
grodnenskaja,2019-09-05,8
grodnenskaja,2019-09-10,8
grodnenskaja,2019-10-16,8
grodnenskaja,2019-11-20,8
grodnenskaja,2019-12-13,8
grodnenskaja,2020-06-10,8
minsk,2020-06-30,8
minskaja,2017-07-12,8
minskaja,2018-12-29,8
mogilevskaja,2020-01-08,8
vitebskaja,2019-06-25,8
vitebskaja,2019-08-01,8
vitebskaja,2019-09-11,8
vitebskaja,2019-10-03,8
vitebskaja,2019-10-25,8
vitebskaja,2019-11-12,8
vitebskaja,2019-11-27,8
vitebskaja,2019-12-11,8
vitebskaja,2020-01-24,8
vitebskaja,2020-02-12,8
vitebskaja,2020-03-11,8
vitebskaja,2020-03-12,8
vitebskaja,2020-03-31,8
vitebskaja,2020-04-23,8
vitebskaja,2020-06-09,8
brestskaja,2019-10-25,7
brestskaja,2019-11-21,7
brestskaja,2019-12-04,7
brestskaja,2019-12-19,7
brestskaja,2020-01-15,7
brestskaja,2020-02-11,7
brestskaja,2020-02-28,7
brestskaja,2020-03-31,7
brestskaja,2020-04-07,7
gomelskaja,2018-01-29,7
grodnenskaja,2019-06-28,7
grodnenskaja,2019-07-29,7
grodnenskaja,2019-08-07,7
grodnenskaja,2019-08-14,7
grodnenskaja,2019-08-30,7
grodnenskaja,2019-09-18,7
grodnenskaja,2019-09-24,7
grodnenskaja,2019-12-11,7
grodnenskaja,2019-12-19,7
grodnenskaja,2019-12-24,7
grodnenskaja,2020-01-04,7
grodnenskaja,2020-01-16,7
grodnenskaja,2020-02-18,7
grodnenskaja,2020-03-03,7
grodnenskaja,2020-03-25,7
grodnenskaja,2020-04-01,7
grodnenskaja,2020-04-07,7
minsk,2020-06-26,7
minskaja,2017-12-29,7
vitebskaja,2019-06-05,7
vitebskaja,2019-06-12,7
vitebskaja,2019-07-16,7
vitebskaja,2019-09-18,7
vitebskaja,2019-09-25,7
vitebskaja,2019-10-15,7
vitebskaja,2019-11-01,7
vitebskaja,2019-11-14,7
vitebskaja,2019-12-04,7
vitebskaja,2019-12-18,7
vitebskaja,2019-12-24,7
vitebskaja,2020-01-23,7
vitebskaja,2020-02-04,7
vitebskaja,2020-03-03,7
vitebskaja,2020-04-08,7
vitebskaja,2020-04-14,7
vitebskaja,2020-05-14,7
vitebskaja,2020-05-21,7
vitebskaja,2020-06-05,7
brestskaja,2020-01-08,6
brestskaja,2020-01-09,6
brestskaja,2020-01-22,6
brestskaja,2020-02-26,6
brestskaja,2020-03-18,6
gomelskaja,2018-01-25,6
gomelskaja,2018-01-30,6
gomelskaja,2019-12-24,6
gomelskaja,2020-03-17,6
gomelskaja,2020-04-04,6
grodnenskaja,2019-06-05,6
grodnenskaja,2019-06-12,6
grodnenskaja,2019-07-30,6
grodnenskaja,2019-08-21,6
grodnenskaja,2019-09-17,6
grodnenskaja,2019-10-29,6
grodnenskaja,2019-12-10,6
grodnenskaja,2020-01-08,6
grodnenskaja,2020-01-14,6
grodnenskaja,2020-01-22,6
grodnenskaja,2020-03-24,6
grodnenskaja,2020-04-03,6
grodnenskaja,2020-04-21,6
grodnenskaja,2020-05-19,6
grodnenskaja,2020-06-11,6
minskaja,2018-12-26,6
mogilevskaja,2018-08-07,6
vitebskaja,2019-06-11,6
vitebskaja,2019-07-09,6
vitebskaja,2019-07-22,6
vitebskaja,2019-07-24,6
vitebskaja,2019-07-31,6
vitebskaja,2019-08-16,6
vitebskaja,2019-09-10,6
vitebskaja,2019-09-16,6
vitebskaja,2019-10-29,6
vitebskaja,2020-01-22,6
vitebskaja,2020-02-05,6
vitebskaja,2020-02-18,6
brestskaja,2020-01-14,5
brestskaja,2020-03-10,5
brestskaja,2020-03-24,5
brestskaja,2020-05-26,5
gomelskaja,2020-06-11,5
gomelskaja,2020-06-24,5
gomelskaja,2020-06-29,5
gomelskaja,2020-07-01,5
grodnenskaja,2019-05-29,5
grodnenskaja,2019-06-13,5
grodnenskaja,2019-06-19,5
grodnenskaja,2019-07-16,5
grodnenskaja,2019-08-06,5
grodnenskaja,2019-09-11,5
grodnenskaja,2019-10-01,5
grodnenskaja,2019-10-15,5
grodnenskaja,2019-12-27,5
grodnenskaja,2020-01-10,5
grodnenskaja,2020-03-31,5
grodnenskaja,2020-04-17,5
minskaja,2019-12-27,5
mogilevskaja,2017-12-12,5
mogilevskaja,2017-12-20,5
mogilevskaja,2019-01-04,5
mogilevskaja,2020-01-09,5
vitebskaja,2019-06-20,5
vitebskaja,2019-07-02,5
vitebskaja,2019-08-13,5
vitebskaja,2019-08-27,5
vitebskaja,2019-09-03,5
vitebskaja,2019-10-01,5
vitebskaja,2019-11-16,5
vitebskaja,2020-01-04,5
vitebskaja,2020-03-17,5
vitebskaja,2020-06-02,5
vitebskaja,2020-06-17,5
brestskaja,2019-09-26,4
brestskaja,2019-10-29,4
brestskaja,2020-02-04,4
brestskaja,2020-02-25,4
brestskaja,2020-03-11,4
brestskaja,2020-04-21,4
gomelskaja,2018-01-26,4
gomelskaja,2018-01-31,4
grodnenskaja,2019-05-21,4
grodnenskaja,2019-07-17,4
grodnenskaja,2019-08-13,4
grodnenskaja,2019-08-20,4
grodnenskaja,2019-10-08,4
grodnenskaja,2020-03-10,4
grodnenskaja,2020-03-17,4
minskaja,2018-12-27,4
mogilevskaja,2018-01-09,4
mogilevskaja,2020-01-04,4
mogilevskaja,2020-06-09,4
mogilevskaja,2020-07-02,4
vitebskaja,2019-07-23,4
vitebskaja,2019-08-02,4
vitebskaja,2019-08-08,4
vitebskaja,2019-08-28,4
vitebskaja,2019-09-12,4
vitebskaja,2019-09-13,4
vitebskaja,2019-09-24,4
vitebskaja,2019-12-31,4
vitebskaja,2020-02-11,4
brestskaja,2019-10-01,3
brestskaja,2020-05-19,3
brestskaja,2020-06-09,3
brestskaja,2020-06-22,3
gomelskaja,2018-01-03,3
gomelskaja,2018-05-07,3
gomelskaja,2019-06-10,3
grodnenskaja,2019-06-21,3
grodnenskaja,2019-06-25,3
grodnenskaja,2019-07-09,3
grodnenskaja,2019-09-03,3
grodnenskaja,2019-11-05,3
grodnenskaja,2019-11-26,3
grodnenskaja,2020-01-28,3
grodnenskaja,2020-02-11,3
grodnenskaja,2020-04-14,3
grodnenskaja,2020-05-06,3
grodnenskaja,2020-05-12,3
grodnenskaja,2020-05-26,3
minskaja,2018-06-01,3
mogilevskaja,2017-12-04,3
mogilevskaja,2017-12-18,3
mogilevskaja,2019-07-02,3
vitebskaja,2019-06-03,3
vitebskaja,2019-06-04,3
vitebskaja,2019-06-19,3
vitebskaja,2019-07-18,3
vitebskaja,2019-08-09,3
vitebskaja,2019-12-03,3
vitebskaja,2020-03-10,3
vitebskaja,2020-05-12,3
vitebskaja,2020-06-16,3
brestskaja,2019-01-25,2
brestskaja,2019-09-23,2
brestskaja,2019-09-24,2
brestskaja,2019-09-25,2
brestskaja,2019-11-12,2
brestskaja,2020-02-21,2
brestskaja,2020-04-14,2
brestskaja,2020-04-30,2
brestskaja,2020-06-24,2
brestskaja,2020-06-25,2
gomelskaja,2018-08-15,2
gomelskaja,2019-04-01,2
gomelskaja,2019-04-02,2
gomelskaja,2019-06-07,2
gomelskaja,2019-08-23,2
gomelskaja,2019-10-21,2
gomelskaja,2019-11-16,2
gomelskaja,2020-03-24,2
gomelskaja,2020-03-27,2
gomelskaja,2020-06-05,2
gomelskaja,2020-06-08,2
gomelskaja,2020-06-12,2
gomelskaja,2020-06-17,2
grodnenskaja,2019-11-12,2
grodnenskaja,2020-01-09,2
grodnenskaja,2020-02-25,2
grodnenskaja,2020-04-30,2
grodnenskaja,2020-05-05,2
minsk,2020-07-01,2
minskaja,2018-05-15,2
minskaja,2018-06-05,2
minskaja,2018-06-15,2
minskaja,2019-03-11,2
minskaja,2020-06-08,2
mogilevskaja,2017-12-13,2
mogilevskaja,2018-01-16,2
mogilevskaja,2018-12-25,2
mogilevskaja,2020-06-22,2
mogilevskaja,2020-06-23,2
vitebskaja,2013-01-14,2
vitebskaja,2018-03-01,2
vitebskaja,2019-05-31,2
vitebskaja,2019-07-17,2
vitebskaja,2019-08-06,2
vitebskaja,2019-08-07,2
vitebskaja,2020-01-09,2
vitebskaja,2020-01-21,2
vitebskaja,2020-06-18,2
vitebskaja,2020-06-22,2
vitebskaja,2020-06-26,2
brestskaja,2018-05-11,1
brestskaja,2018-12-19,1
brestskaja,2019-01-08,1
brestskaja,2019-01-09,1
brestskaja,2019-03-07,1
brestskaja,2019-09-06,1
brestskaja,2019-09-20,1
brestskaja,2019-09-27,1
brestskaja,2019-10-15,1
brestskaja,2020-01-04,1
brestskaja,2020-06-12,1
brestskaja,2020-06-15,1
brestskaja,2020-06-17,1
brestskaja,2020-06-29,1
gomelskaja,2017-04-05,1
gomelskaja,2018-02-20,1
gomelskaja,2018-02-23,1
gomelskaja,2018-02-28,1
gomelskaja,2018-04-09,1
gomelskaja,2018-04-20,1
gomelskaja,2018-05-10,1
gomelskaja,2018-05-18,1
gomelskaja,2018-05-21,1
gomelskaja,2018-05-24,1
gomelskaja,2018-05-28,1
gomelskaja,2018-06-22,1
gomelskaja,2018-07-04,1
gomelskaja,2018-07-09,1
gomelskaja,2018-08-02,1
gomelskaja,2018-08-03,1
gomelskaja,2018-08-08,1
gomelskaja,2018-08-13,1
gomelskaja,2018-09-27,1
gomelskaja,2018-12-19,1
gomelskaja,2019-02-05,1
gomelskaja,2019-03-28,1
gomelskaja,2019-04-15,1
gomelskaja,2019-04-25,1
gomelskaja,2019-06-13,1
gomelskaja,2019-06-14,1
gomelskaja,2019-06-24,1
gomelskaja,2019-09-27,1
gomelskaja,2019-10-01,1
gomelskaja,2019-10-11,1
gomelskaja,2019-10-14,1
gomelskaja,2019-10-15,1
gomelskaja,2019-10-16,1
gomelskaja,2019-10-31,1
gomelskaja,2019-11-11,1
gomelskaja,2019-11-19,1
gomelskaja,2019-11-25,1
gomelskaja,2019-11-27,1
gomelskaja,2019-11-28,1
gomelskaja,2020-02-23,1
gomelskaja,2020-06-18,1
gomelskaja,2020-06-23,1
gomelskaja,2020-07-02,1
grodnenskaja,2019-06-18,1
grodnenskaja,2019-10-22,1
grodnenskaja,2020-06-09,1
grodnenskaja,2020-06-15,1
grodnenskaja,2020-06-24,1
grodnenskaja,2020-06-25,1
minskaja,2018-03-16,1
minskaja,2018-05-08,1
minskaja,2018-05-24,1
minskaja,2018-05-30,1
minskaja,2018-06-04,1
minskaja,2018-06-11,1
minskaja,2018-06-13,1
minskaja,2018-06-18,1
minskaja,2018-06-19,1
minskaja,2018-06-26,1
minskaja,2020-06-12,1
minskaja,2020-06-15,1
minskaja,2020-06-25,1
mogilevskaja,2016-12-01,1
mogilevskaja,2017-03-16,1
mogilevskaja,2017-04-21,1
mogilevskaja,2017-06-07,1
mogilevskaja,2017-11-04,1
mogilevskaja,2017-11-15,1
mogilevskaja,2017-11-20,1
mogilevskaja,2017-11-21,1
mogilevskaja,2017-11-23,1
mogilevskaja,2017-12-14,1
mogilevskaja,2017-12-15,1
mogilevskaja,2020-06-16,1
mogilevskaja,2020-06-24,1
mogilevskaja,2020-06-25,1
vitebskaja,2018-03-03,1
vitebskaja,2018-05-24,1
vitebskaja,2018-05-29,1
vitebskaja,2018-09-18,1
vitebskaja,2019-05-24,1
vitebskaja,2019-05-27,1
vitebskaja,2019-08-14,1
vitebskaja,2019-11-05,1
vitebskaja,2019-12-01,1
vitebskaja,2020-06-23,1
vitebskaja,2020-06-25,1
vitebskaja,2020-06-29,1
